word,meaning
cupboard,"찬장, 벽장"
CD,콤팩트 디스크
shiny,"빛나는, 반짝거리는"
corn,"곡물, 밀, 옥수수, 주요 곡물"
annually,일년에 한 번
bind,"묶다, 감다[싸다], 결속시키다"
glory,"영광, 찬양[영광], 찬란한 아름다움"
negotiate,"협상[교섭]하다, 성사시키다"
casualty,"사상자, 피해자, 응급실"
uncertain,"확신이 없는, 불확실한, 확정되지 않은"
assumption,"추정, 인수"
persist,집요하게[고집스럽게/끈질기게] 계속하다
reflection,"상[모습], 반사, 반영"
tremendous,"엄청난, 굉장한"
vertical,"수직의, 종적"
proclaim,"선언[선포]하다, 분명히 보여주다"
textbook,교과서
classify,"분류[구분]하다, ~을 ~으로 분류하다"
sleeve,"소매, 재킷[커버]"
toward,"…쪽으로, …쪽에 , …편에"
membership,"회원, 회원들"
solely,"오로지, 단지, 단독으로"
appoint,sth 임명[지명]하다
warmth,"온기, 따뜻함"
sexuality,성생활[성적 취향]
radar,"레이더, 전파 탐지기"
youngster,"청소년, 아이"
widespread,"광범위한, 널리 퍼진"
adequate,충분한[적절한]
virtue,"선, 미덕, 장점"
concerning,…에 관한[관련된]
spelling,철자법
licence,"면허[자격], 자유, 음란"
blog,블로그
annoyed,"짜증이 난, 약이 오른"
eighteen,"18, 18세, 18의 기호"
wool,"털, 털실, 모직"
sixteen,"16, 열여섯"
geography,"지리학, 지리[지형], 지형도"
occasional,"가끔의, 때때로의., 임시로 쓰는."
allegation,혐의[주장]
sculpture,조각품
cattle,소
hence,이런 이유로
relieve,"없애[덜어] 주다, 완화하다[줄이다]"
theoretical,"이론의, 이론상으로"
firmly,"단호히, 확고히"
theology,"신학, 신학 체계"
indicator,"지표, 계기[장치], 방향 표시등"
minimize,"최소화하다, 축소하다"
sales,판매
collector,"수집가, 지방행정관"
coastal,해안[연안]의
bid,"가격 제시, 응찰, 노력"
output,"생산량, 출력, 전력[에너지 등]의 양"
bless,"가호[축복]를 빌다, 축성하다"
conceive,"마음속으로 하다[품다], 아이를 가지다"
merchant,"무역상, -광"
accent,"말씨[악센트], 강조, 강세"
instantly,"즉각, 즉시"
spite,"앙심, 악의"
ministry,"부처, 목사[성직자]"
democracy,"민주주의, 민주 국가, 평등"
favorite,"마음에 드는, 특히 잘하는"
minimal,"아주 적은, 최소의"
consent,"동의[허락], 합의, 인가"
mill,"방앗간,제분소,공장"
merit,"가치, 가치 있는[훌륭한] 요소"
inherit,"상속받다, 물려받다, 물려[이어]받다"
jury,"배심원단, 심사위원단"
supportive,"지원하는, 도와주는"
sphere,"구, 구체, 영역[-권]"
sole,"유일한, 혼자[단독]의"
supposedly,"추정상, 아마"
considerably,"많이, 상당히"
valid,"유효한[정당한], 타당한[근거 있는]"
removal,"없애기, 제거, 해고, 이사"
objection,"이의, 반대"
regain,되찾다[회복하다]
freely,"자유롭게, 막힘없이, 거리낌없이"
transmit,"전송[송신/방송]하다, 전염시키다"
fourteen,"14명, 14세., 14번째의 것[사람]."
October,10월
camping,"캠핑, 야영"
lorry,대형 트럭[화물차]
unnecessary,"불필요한, 필요 이상의"
seventeen,"17, 열일곱"
relaxed,"느긋한, 편안한, 관대한[너그러운] 유의어 laid-bac"
qualification,"자격[자격증], 자격[자질/능력]"
DVD,디브이디
enforcement,"시행, 강제, 강조"
veteran,"군인, 무사, 노병"
immigration,"이주[이민], 출입국 관리소"
stake,"말뚝, 화형대, 지분, 이해관계[관련]"
penalty,"처벌, 불이익, 벌칙"
characterize,"특징이 되다, 특징짓다"
establishment,"기관, 시설, 기득권층"
violate,"위반하다[어기다], 침해하다"
prompt,"즉각적인, 신속한"
principal,"주요한, 주된"
depict,"그리다, 묘사하다[그리다]"
devote,"바치다, 쏟다, 기울이다"
narrative,"묘사[기술/이야기], 서술"
margin,"여백, 차이[차], 여유[여지]"
brick,"벽돌, 든든한 친구"
indication,말[암시/조짐]
trading,"거래, 영업"
bare,"벌거벗은, 헐벗은, 아무것도 안 덮인[가려진]"
evident,"분명한, 눈에 띄는"
elbow,"팔꿈치, 팔꿈치 부분"
render,"만들다[하다], 주다[제공하다]"
rose,"장미, 장밋빛, 살수구"
facilitate,가능하게[용이하게] 하다
consult,"상담하다, 상의하다, 찾아보다["
consistently,"일관하여, 지속적으로"
grace,"우아함, 품위, 예의, 유예 기간"
separation,"분리, 구분, 헤어짐"
exit,"출구, 퇴장"
liberty,"자유, 제멋대로 함, 특별 행정 지구."
promising,"유망한, 촉망되는"
prize,"포획물, 뜻밖에 차지한 것"
envelope,"봉투, 비닐 봉투"
sharply,"날카롭게, 신랄하게, 급격히"
elegant,"우아한, 품격 있는, 명쾌한"
angel,"천사, 천사 같은 사람, 아주 친절한 사람"
chop,"썰다[다지다], 삭감하다"
civic,"시의, 시민의"
undertake,"착수하다[하다], 약속[동의]하다"
credibility,신뢰성
divine,"신[하느님]의, 아주 훌륭한"
monument,기념물
revelation,"폭로, 드러냄, 계시"
mechanic,"정비공, 역학, 기계학"
underlying,"근본적인[근원적인], 밑에 있는"
encouraging,격려[장려]의
alike,비슷한
reportedly,전하는 바에 따르면
eighth,"제8 , 여덟 번째"
protocol,"외교 의례, 초안[원안]"
deem,여기다[생각하다]
disappointment,"실망, 실망스러운 사람[것]"
rod,"막대[-대], fishing rod"
striking,"눈에 띄는, 굉장히 매력적인"
steer,조종하다[몰다]
conversion,"전환, 개종, 컨버트, 개조한 헛간/다락"
formerly,"이전에, 예전에"
deposit,"착수금[보증금], 집세[전세] 보증금"
fraction,"부분, 분수"
loyal,"충실한, 충성스러운"
depart,떠나다[그만두다]
arrow,"화살, 화살표"
lighting,"조명 , 전기 사용"
accusation,"혐의 , 비난, 고발"
biography,전기
nationwide,전국적인
repeated,반복[되풀이]되는
pointed,"뾰족한[날카로운], 날카로운[신랄한]"
indoor,"실내의, 실내용의"
careless,"부주의한, 경솔한, ~에 전혀 개의치 않는"
April,4월
definite,"확실한, 분명한, 확신하는"
thief,"도둑, 절도범"
determined,"단단히 결심한, 단호한"
princess,"공주, 왕자비, 공주 같은[공주병에 걸린] 여자"
coloured,"…한 색깔의, , 부모가 서로 인종이 다른"
passport,"여권, 열쇠"
impressed,순화 코카인
underwear,속옷
accommodation,"거처, 숙박 시설, 합의"
skiing,스키
variable,"변동이 심한, 변화를 줄[변경할] 수 있는"
evaluation,"평가, 사정, 값을 구함"
educator,"교육자, 교육학자"
fiber,"섬유,섬유질,섬유 조직"
elementary,"초보의, 기본적인, 아주 쉽고 간단한"
jail,"교도소, 감옥"
dealer,"딜러[중개인], 마약 밀매자"
spokesman,대변인
mode,방식[방법/유형]
assault,"폭행, , 도전, 맹비난"
violation,"범하기, 방해, 신성을 더럽히는 일"
cabin,"객실, 선실, 오두막집"
assignment,"과제, 배정"
discourse,"담론, 담화"
interior,내부의
railroad,"철도선로, 철도회사, 철도회사의 주"
administer,"관리하다[운영하다], 집행하다"
noon,"정오, 낮 12시, 한낮"
apologize,사과하다
practically,"사실상, 거의, 현실적으로"
garbage,"쓰레기, 쓰레기장[통]"
softly,부드럽게
drawer,"서랍, 수표 발행인"
charter,"헌장, 인가서, 비호하는 듯한 법[정책]"
notebook,"노트, 노트북 컴퓨터"
conception,"구상, 이해, 수정"
comply,따르다[준수하다]
voluntary,"자발적인, 자원 봉사로 하는"
screw,나사
substantially,"상당히, 주로"
seldom,좀처럼[거의] …않는
devil,"악마, 악령, 말썽꾸러기"
matching,어울리는
cooker,"레인지, 취사도구"
curly,"곱슬곱슬한, 동그랗게 말린"
blonde,"금발인, 금발 머리인"
impatient,"짜증난[안달하는], 어서 …하고 싶어 하는"
amazed,놀란
downstairs,아래층으로[에서]
injured,"부상을 입은, 다친, 부상자들"
traveller,"여행자, 유랑자"
frightened,"겁먹은, 무서워하는"
quiz,"퀴즈, 시험[테스트]"
adjective,형용사
accord,합의
idiom,"관용구, 언어[어법], 표현 양식"
noun,명사
Mars,화성
astronaut,우주 비행사
mermaid,인어
loneliness,"고독, 외로움"
slang,"속어, 은어"
datum,자료
topical,시사
allergy,알레르기
capsule,"캡슐, 작은 플라스틱 용기"
census,"인구 조사, 통계 조사"
footprint,"발자국, 차지하는 공간"
calorie,"열량, 칼로리"
tricky,"힘든[까다로운], 영리하지만 사기꾼 같은 데가 있는"
punctuation,"구두점, 구두법"
criticise,"비판[비난]하다, 비평하다 1. 비평[비판"
jellyfish,해파리
chimpanzee,침팬지
surf,파도
facial,"얼굴의, 안면의"
pinch,"꼬집다, 꼭 집다, 너무 끼다[꽉 죄어 아프게 하다]"
bully,"약자를 괴롭히는 사람, 뚜쟁이"
fascinate,마음을 사로잡다
embryo,배아
fairy,요정
underestimate,"너무 적게 잡음, 과소평가"
saying,"말하기, 속담"
numb,감각이 없는
deceive,"속이다, 자신을 속이다, 현혹하다"
sedentary,"주로 앉아서 하는, 주로 앉아서 지내는"
unhealthy,건강하지 못한
syllable,음절
jolly,"행복한, 즐거운"
jaw,"턱, 턱, 입, 죄는[무는] 부분"
jubilee,"기념일[기념제], 요벨의 해"
expectancy,기대
selfish,이기적인
ape,"원숭이, 유인원"
staple,"주된, 주요한"
doughnut,도넛
luckily,"운 좋게, 다행히도"
organise,"준비[조직]하다, 정리하다"
thrift,"절약, 아르메리아"
apostrophe,아포스트로피
tick,"체크 표시, 진드기, 째깍째깍[똑딱똑딱] 하는 소리"
navigate,길을 찾다[방향을 읽다]
swimmer,수영을 할 줄 아는 사람
hood,"모자, 복면, 학위 표시 휘장"
edible,먹을 수 있는
intrigue,"모의 , 음모, 흥미로움[흥미진진함]"
bamboo,대나무
lizard,도마뱀
overweight,"과체중의, 중량 초과의"
primitive,"원시 사회의, 초기의"
atomic,"원자의, 원자력의"
