word,meaning
continental,"대륙의, 대륙성의, 대륙성풍의, 유럽 대륙의"
scruple,"망설임, 의심, 조금, 양심의 가책"
scenery,"풍경, 배경, 무대면"
shuffle,"혼합, 발을 끌며 걷기, 잰 걸음으로 발을 끌기, 잰 걸음으로 발을 끌며 추기"
streetcar,시가 전차
holiness,신성한 것
growl,"으르렁거리는 소리, 으르렁거리다, 으르렁거리며 말하다"
conform,"따르다, 따르게 하다, 맞게 하다, 합치하다"
conqueror,정복자
daydream,"백일몽, 공상에 잠기다"
disable,"무능하게 하다, 무력하게 하다, 손상하다, 무능력으로 만들다"
shield,"방패, 실드, 보호자, 보호물"
persecution,종교적인 박해
salesman,"판매원, 외판원"
battalion,대대
beating,"고동, 패배, 맥박, 채찍질"
benefactor,은혜를 베푸는 사람
alternate,"번갈아 하는, 하나씩 거른, 부의, 교대의"
laureate,"월계관을 쓴, 명예의 표시인 월계관을 쓴, 월계관을 쓴 사람, 명예의 표시인 월계관을 쓴 사람"
jewel,"보석, 석, 귀중한 사람, 귀중한 물건"
jeopardy,위험
mayonnaise,"마요네즈, 마요네즈 소스"
maternity,"임산부, 산부인과, 산부인과 병원, 어머니임"
massage,"마사지, 안마, ...에게 마사지를 하다, 마사지하다"
graveyard,묘소
inclination,"기울기, 경향, 경도"
incapable,무능하다
implore,"간청하다, 애원하다"
horseman,"기병, 승마자"
humiliation,굴욕
iniquity,부정
infringe,"어기다, 침입하다"
indignation,"분개, 분기, 분"
propagate,"번식시키다, 보급시키다, 선전하다, 전달하다"
recede,"움푹 들어가다, 물러나다, 손을 떼다, 계약 따위에서 손을 떼다"
redeem,"도로 사다, 도로 되사다, 몸값을 치르고 구해내다, 노예를 몸값을 치르고 구해내다"
refund,"환불금, 돈을 반제하다, 돈을 상환하다, 반제하다"
respectable,"상당한, 존경할 만한, 품행이 단정한, 질 따위가 상당한"
reproach,"치욕, 질책, 꾸짖다, ...의 체면을 손상하다"
profess,"공언하다, 언명하다, ...으로의 신앙을 고백하다, 직업으로 삼다"
procession,"행렬, 행진, 행렬의 행진, 순위에 변화가 없는 재미 없는 경주"
patty,패티
mislead,"그릇되게 인도하다, 그릇되게 안내하다"
misunderstanding,오해
Neptune,넵투누스
mound,"투수판, 동산, 둑, 둑덕지게 하다"
mortal,"치명적인, 대단한, 죽음의, 죽음에 관한"
pare,"깎아 다듬다, 조금씩 줄이다, 손톱 따위를 깎아 다듬다, 깎아내다"
pact,"계약, 국가간 따위의 계약"
debtor,"채무자, 차변"
conspire,"공모하다, 협력하다, 음모하다"
consternation,깜짝 놀람
constituent,"성분, 선거권자, 대리 지정인, 조성의"
disgrace,"불명예, 눈 밖에 나 있음, 망신시키는 것, 수치가 되다"
disillusion,"환멸, 환멸감, ...의 환영을 깨우치다, ...의 환상을 깨우치다"
diligent,근면한
dice,"주사위, 작은 입방체, 서양 장기판 꼴로 하다, 주사위놀이를 하다"
derision,비웃음
dubious,"모호한, 미덥지 않은, 의심을 품은, 수상쩍은"
diverge,"분기하다, 빗나가다, 갈라지다"
duel,"결투, 투쟁"
eccentric,"별난, 괴벽스러운, 편심의, 중심을 달리하는"
foresee,"예견하다, 예지하다"
fertilise,"비옥하게 하다, 풍부하게 하다, 수정시키다"
fertilize,"비옥하게 하다, 풍부하게 하다, 수정시키다"
glitter,"반짝임, 반짝거림, 반짝반짝 빛나다, 반짝이다"
fro,이리저리
fray,"싸움, 닳게 하다, 비비다, 소모시키다"
frugal,"검소한, 절약하는"
exhaustive,철저한
epic,"서사시, 서사시적 작품, 서사시의"
enmity,"증오, 적의, 적시"
eventual,"어쩌면 일어날 수도 있는, 촤후의"
fearful,"두려워, 무서운, 심한, 가공의"
eyelid,눈꺼풀
enchantment,"마법, 매혹, 마법을 걸기, 마법에 걸린 상태"
endeavor,"노력, 역행, 시도하다, 노력하다"
avalanche,"눈사태, 사태"
belligerent,"교전국, 교전국자, 교전 중인의, 호전적인의"
amusement,"즐거움, 위안, 재미나는, 재미로 하는 것"
affirm,"단언하다, 긍정하다, 확인하다, 지지하다"
abhor,"소름끼칠 정도로 싫어하다, 거부하다, 절기하다, 대기하다"
abbreviate,"줄여 쓰다, 약하다, 약분하다"
cognate,"같은 기원, 조상이 같은, 같은 종류의, 동족의"
collateral,"서로 나란한, 부대적인, 담보로 내놓은, 방계친"
civilized,"예의 바른, 교화된"
commend,"기리다, 권하다, 맡기다"
confound,"당황케 하다, 꺾다, 제기랄 망할 자식, 제기랄 가벼운 욕 망할 자식"
checker,"체커, 검사자, 체크 무늬, 바둑판 무늬 세공"
checklist,체크리스트
caravan,"대상, 트레일러, 유개 대운반차, 대상으로 여행하다"
casually,우연히
clamp,"집게, 꺾쇠, 감자 더미, 육중한 발소리"
citadel,"성, 포대, 최후의 거점"
canon,"정경, 규범, 정전, 카논"
break-up,"붕괴, 분산, 해산"
bliss,다시 없는 기쁨
beforehand,"미리, 앞서, 벌써, 빨리"
blackberry,"검은딸기, 검은딸기의 열매"
swindle,"사취, 편재, 속여 빼앗다, 사기하다"
annoyance,"성가심, 두통거리"
imaginable,상상할 수 있는
horrid,"무서운, 지독한"
ridicule,"조소, 비웃다"
astronomy,"천문학, 천문학 논문, 천문학 서적"
diplomacy,"외교, 외교술"
maze,"미로, 어리둥절하게 하다"
immerse,"잠그다, 열중시키다, 몰두시키다"
overpower,"지우다, 상대를 지우다, 보다 강한 힘으로 지우다, 보다 강한 힘으로 상대를 지우다"
linen,"리넨, 아마포, 리넨 제품, 옥양목 제품"
brow,"이마, 눈썹, 벼랑, 얼굴"
grocer,"잡화상, 식료품 잡화 상인"
ranger,"배회자, 유격병"
plentiful,풍부한
tenement,"아파트, 보유 재산, 차지, 자유보유권"
thrifty,"무성한, 검약하는, 번영하는"
township,"타운십, 군구, 읍구"
urgency,"긴급, 급, 긴급한 일, 역설"
unworthy,"가치 없는, 알맞지 않은, 변변치 못한 사람"
sparkling,"불꽃을 튀기는, 거품이 이는"
solemn,"엄숙한, 중대한, 심각한 표정의, 종교상의"
sled,"썰매, 면화 따는 기계, 썰매로 운반하다, 썰매를 타다"
scold,"꾸짖다, 잔소리하다, 책망하다, 책하다"
seriousness,"진지함, 진지, 심각함, 엄숙"
severity,"엄격, 괴로움, 격렬, 간소"
utilise,이용하다
volt,"볼트, 찌르기를 피하기 위한 재빠른 다리의 동작, 원을 그리는 동작, 찌르기를 피하기 위하여 재빨리 몸을 비키다"
wither,"시들다, 슬다, 시들게 하다, 죽다"
wreck,"난파선, 잔해, 난파, 몰락한 사람"
transistor,"트랜지스터, 트랜지스터 라디오"
hack,"마구 자르기, 짤막한 헛기침, 승용마, 정강이를 차기"
lasting,"일종의 튼튼한 나사, 영속하는"
chime,"차임, 선율, 돌출한 가장자리, 울리다"
scoff,"비웃다, ...을 비웃다, 걸신들린 듯이 먹다, 비웃음"
macaroni,"마카로니, 이탈리아 사람, 대륙에서 돌아온 멋쟁이, 십팔세기의 영국에서 대륙에서 돌아온 멋쟁이"
realisation,"실현, 현금화, 결실, 정말이라고 생각함"
olden,"늙게 하다, 옛날의"
overeat,"너무 많이 먹다, 폭식하다"
venom,"독액, 악의"
woollen,"양모의, 모직의, 모직물을 취급하는"
submerge,"잠수함으로 공격하다, 잠수함으로 격침하다"
rigid,"엄격한, 까다로운, 굳은, 강직한"
nightingale,나이팅게일
metallic,금속의
sesame,"참깨, 참깨의 씨"
foodstuff,식료품
lapse,"경과, 소멸, 과실, 고요한 흐름"
nibble,"한입 깨물기, 조금씩 깨물다, 조금씩 물어뜯다, 조금씩 갉아먹다"
cruelly,"잔인하게, 잔혹하게"
furnishing,"가구, 복식품"
geometry,"기하학, 기하학서, 기하학책"
gracefully,우아하게
granite,화강암
exempt,"면제된, 면역의, 면제받은 사람"
engrossed,"집중시키다, 몰두시키다, 열중시키다, 큰 글씨로 쓰다"
mystify,"어리둥절케 하다, 신비화하다"
keeping,"유지, 조화, 부양"
librarian,사서
hiker,도보 여행자
gulp,"쭉마시기, 쭉꿀꺽꿀꺽마시기, 쭉꿀꺽꿀꺽마시는 소리, 쭉마시는 소리"
zebra,"얼룩말, 줄무늬 셔츠를 입은 심판원, 얼룩 무늬가 있는"
preparatory,예비의
rivet,"대갈못, 대갈못을 박다, 대가리를 꾸부려 박다, 대갈못 따위를 대가리를 꾸부려 박다"
reptile,"비열한, 파행하는, 비열한 인간, 파행동물"
reclaim,"개심, ...의 반환을 요구하다, 교정하다, 개선하다"
repel,"쫓아버리다, 싫어하게 하다, 반발하다, 불쾌감을 주다"
relentless,"잔인한, 냉혹한"
socialise,"사교적으로 만들다, 사회적으로 만들다, 사회화하다, 사회주의화하다"
stride,"보폭, 큰 걸음, 한걸음의 폭, 걸터 앉다"
superstitious,미신의
shipwreck,"난파선, 난파, 난선, 파멸"
athletics,"체육 실기, 운동경기"
aloft,위에
algebra,"대수학, 대수 교과서, 대수 논문"
brink,가장자리
bookstore,"서점, 책방"
outward,"외부, 밖으로, 밖에, 외부의"
rebellious,반란의
sceptic,"회의론자, 무신론자, 의심 많은, 회의적인"
gracious,"공손한, 유익한, 은혜가 넘치는"
microscopic,현미경의
abyss,심연
agitate,"흔들다, 선동하다, 활발히 논의하다, 문제를 활발히 논의하다"
assassinate,암살하다
billow,"부풀다, 부풀게 하다, 크게 굽이치다, 큰 물결"
berth,"침대, 숙소, 지위, 정박 거리"
bout,"합, 일시적인 기간, 바탕, 한판승부"
contraction,"축소, 축약, 단축, 짐"
dagger,"단검, 단도"
sluggish,"부진한, 느린, 게으름 피우는, 기능이 둔한"
streamer,"사광, 테이프, 흐르는 것, 톱 전단에 걸친 큰 표제"
unfinished,"다듬지 않은, 미완성인, 마무리가 덜 된, 비육 불충분한"
valuation,"평가, 사정 가격, 견적 가격"
whet,"자극, 갈기, 자극물, 갈다"
whirlpool,"소용돌이, 혼란"
yearly,"매년, 일년에 한번, 그 해의, 일년간의"
zodiac,"수대, 황도대, 일주, 십이궁도"
lounge,"라운지, 어슬렁어슬렁 걷기, 사교실, 호텔 따위의 사교실"
mute,"묵자, 짖지 않는, 무언의, 벙어리의"
monstrous,"거대한, 괴이한, 대단히"
glorify,"영광을 찬송하다, 칭송하다, 칭찬하다, 미화하다"
grill,"그릴, 석쇠, 격자, 불고기"
dynamite,"다이너마이트, 성격이 격렬한 사람"
evade,"피하다, 헛되게 하다, 빼다, 모면하다"
brutally,잔인하게
delusion,"미혹, 현혹"
cobra,코브라
barrack,"바라크, 바라크식 건물, 건초막, 네 기둥으로 지붕을 괸 건초막"
attainable,이를 수 있는
chatter,"끽끽 우는 소리, 재잘거림, 재잘거리다, 잡담하다"
revolt,"반란, 반항, 반항심, 비위 상하게 하다"
renaissance,"부흥, 갱생, 종교 따위의 부흥"
optics,광학
imprint,"날인, 흔적, 찍다, 명심하다"
perfection,"완전, 완비, 극치, 대전"
avoidable,피할 수 있는
orthodox,"전통적인, 정설의, 정설을 신봉하는, 특히 종교상의 정설의"
antidote,해독제
bakery,"빵집, 제과점"
crusade,"개혁 운동, 박멸 운동, 숙청 운동"
tutor,"가정 교사, 후견인, 개별 지도 교수, 개인 교사로서 가르치다"
parachute,"낙하산, 파라슈트, 풍산종자, 낙하산의"
caramel,캐러멜
bud,"싹, 아체, 어린이, 동료"
bravery,"용감, 용장, 화미"
barbecue,"야외 파티, 통구이, 통구이용 틀, 커피열매를 말리는 판"
prostrate,"엎드린, 상실한, 굴종을 나타내어 엎드린, 패배한"
annex,"신관, 부가물, 부수 시키다, 동반 시키다"
homestead,"주택, 자작 농장, 택지"
profuse,"풍부한, 통이 큰"
purity,"청정, 청순, 청렴, 정격"
sophomore,"이학년생의, 이학년생"
saturate,"가득한, 속속들이 스며든, 포화도에 달한, 흠뻑 적시다"
civilize,"개화하다, 교화하다, 문명화하다, 세련되게 하다"
persevere,인내하다
politic,"적절한, 사려가 깊은, 꾀를 부리는, 술수를 쓰는"
coincident,"동시에 일어나는, 합하는, 일치하는"
accustom,"의히다, ...에 익숙해지다"
inflame,"흥분시키다, 불타오르게 하다, 흥분하다"
alight,"불타고, 우연히 만나다, 우연히 발견하다"
sympathize,"동정하다, 동감하다, 공명하다"
genteel,"점잖은 체하는, 가문이 좋은"
refine,"정제하다, 정련하다, 고상하게 하다, 우아하게 하다"
oxidize,"산화시키다, 산화하다"
radius,"반지름, 요골, 반경 범위, 복사선"
warp,"경사, 휨, 경, 날"
existent,현존하는
consequent,"당연한 결과, 자연스러운 결과, 결과의, 논리상 필연의"
demonstrative,"분명히 나타내는, 지시의, 논증할 수 있는, 시위적인"
awe,두려움
transact,"집행하다, 거래를 하다, 교섭을 하다"
parlor,"객실, 특별 휴게실, 원래 객실, 영업소"
blossom,"꽃, 개화, 개화 상태, 꽃이 피다"
skeptical,"의심 많은, 회의적인, 무신론적인"
hourly,한 시간마다의
subtract,"덜다, 감하다, 뺄셈을 하다"
fore,"전부, 앞 부분, 앞 부분의, 앞 전방의"
gloss,"광택, 허식, 어구 주해, 그럴 듯한 설명"
glossary,어휘
surmise,"추량, 추량하다, 추측하다"
traitor,"배신자, 반역자"
elapse,"경과하다, 지나가다"
climax,"클라이맥스, 최고조, 극상, 엑스터시"
pending,"미결정의, 미결의, ...한 사이, ...까지"
dispense,"분배 하다, 시여하다, 조제하다, 특면하다"
vestige,"자취, 아주 조금, 발자국, 아주 조금도 ...않다"
marvelous,"기이, 놀랄 만한"
excel,"뛰어나다, 능가하다, 빼어나다"
depose,"폐하다, 물러나게 하다, 선서 증언하다, 증언하다"
lavatory,"화장실, 세면실"
peruse,"숙독하다, 정독하다"
durable,"튼튼한, 영속성 있는"
suffice,"...에 충분하다, 충분하다"
stead,"대신, 도움, 남에게 쓸모가 있다, 남에게 쓸모가 도움이 되다"
genus,"속, 종류, 유"
tenor,"테너, 방침, 취지, 사본"
floral,"꽃의, 식물상의, 식물지의"
fright,"공포, 도깨비 같은 사람, 도깨비 같은 물건, 보기 흉한 사람"
anecdote,"일화, 비사, 소화"
bankrupt,"파산자, 상실한, 파한산, 파산시키다"
constrain,"억누르다, 억지로 ...시키다"
mishap,재난
avail,"이익, 유용하다, ...에 도움이 되다, 효력이 있다"
flux,"유량, 흐름, 융제, 밀물"
excursion,"소풍, 편위, 여행 단체, 소풍 단체"
lever,"지렛대, 지레, 수단, 목적 달성의 수단"
apt,"적절한, 재기있는, 총기있는, ...하기 쉬운"
aptitude,"적성, 적절함"
seclude,"...에서 떼어놓다, ...에서 은둔하다"
dividend,"피제수, 나뉨수, 공채 이자"
simultaneous,동시에 일어나는
centimeter,센티미터
repute,"평판, 호평, 평하다"
ration,"정액, 하루분의 양식, 배급하다, 정량의 식품 따위를 배급하다"
congregate,모이다
intellect,"지력, 지식인, 지식인들"
congenial,얼리는
genial,"온화한, 정다운, 생식의, 천재의"
firmament,창공
intercourse,"교통, 왕래, 영적 교통, 영적교류"
intercept,"중도에서 붙들다, 중도에서 빼앗다, 가로막다, 도중에서 빼앗다"
creditor,"채권자, 대변"
creditable,"명예가 되는, 신용할 만한, 명예성"
credulous,"잘 믿는, 경솔히 믿는 데서 오는"
creed,"신조, 신경"
dialect,"방언, 한 계급 특유의 통용어, 한 직업 특유의 통용어"
heater,히터
scrupulous,"꼼꼼한, 양심적인"
rectangle,구형
sovereign,"주권자, 통치자, 영국의 옛날의 일파운드 금화, 최고의"
infirm,"약한, 허약한"
solicit,"간청하다, 뇌물을 써서 애걸하다, 유혹하다, 권유하다"
omit,"...할 것을 빠뜨리다, ...할 것을 빼먹다, ...할 것을 잊다, 게을리하다"
leaven,"효모, 발효소, 감화를 주는 것, 영향을 주는 것"
detest,혐오하다
jog,"가벼운 흔들림, 서행, 말의 서행, 천천히 달리다"
radiate,"사출하는, 사출되다, 방출되다, 열 따위가 사출되다"
lucid,"맑은, 빛나는, 뚜렷한, 의식 따위가 뚜렷한"
adjourn,"휴회하다, 산회하다, 폐회하다, 연기하다"
deficient,부족한
proficient,숙달된
confide,이야기하다
infinite,"무한의, 인칭 및 수의 제한을 받지 않는"
affinity,"유연, 인척 관계, 밀접한 관계, 애호"
physic,"약, ...에게 약을 먹이다"
docile,온순한
fidelity,"충실도, 충실, 정절, 성실"
manor,"장원, 영국 봉건시대의 장원"
punctual,"시간을 잘 지키는, 기한을 잘 지키는"
circus,"서커스, 난교 쇼, 난교 파티, 크고 화려한 안경"
contradict,"부정하다, 부인하다, 모순되다, 반대하다"
audible,들리는
auditor,"감사, 청강생, 듣는 사람, 회계감사원"
procure,"일으키다, 획득하다, 특히 노력하거나 애를 써서 획득하다, 매춘부를 주선하다"
apprehend,"깨닫다, 체포하다, 우려하다"
comprehend,"이해하다, 포함하다"
fracture,"골절, 분열, 깨짐, 갈라진 틈"
cascade,"종속, 작은 폭포, 폭포 모양의 레이스 장식, 위로부터의 계단식 정보전달"
chaste,"순결한, 품위 있는, 난잡하지 않은, 추잡하지 않은"
invincible,무적의
omnibus,"합승 마차, 염가 보급판 작품집, 염가 보급판 작품선집, 다수의 것을 포함하는"
ode,송시
auxiliary,"보조자, 보조함, 원군, 보조의"
aviation,"비행, 비행기, 항공기 산업"
aviator,비행가
inaugurate,"열다, 취임식을 행하여 취임시키다, 취임식을 행하여 사람을 취임시키다, 낙성식을 하다"
profane,"신성을 더럽히는, 세속적인, 이교의, ...의 신성을 더럽히다"
geology,"지질학, 지질학서"
satire,"풍자, 빈정댐"
assent,"동의, 동의하다, 인정하다"
brood,"종족, 한배 병아리, 품다, 내려 덮이다"
epitaph,"비문, 비명, 묘지, 비명체의 시"
abridge,"요약하다, 단축하다"
lowly,"지위가 낮은, 자기를 낮추는"
discern,"식별하다, 보고 분간하다, 뚜렷하게 인식하다, 차이를 알다"
abnormal,비정상의
abbot,대수도원장
par,"평가, 홀, 기준 타수, 동둥"
perennial,사계절을 통해서 계속되는
perplex,난처하게 하다
nameless,"이름이 없는, 서출의, 형언할 수 없는, 언어 도단의"
dome,"둥근 천장, 비면, 머리, 웅장한 건물"
submarine,"잠수함, 해저 식물, 해저동물, 해저의"
belle,"미인, 가장 아름다운 여성, 가장 아름다운 소녀, 여자 이름"
concord,"일치, 호응, 협정, 협화음"
cordial,"강장제, 과일 주스에 물을 탄 음료, 코디얼, 충심으로부터의"
animate,"생명 있는, 생물인, 생기 있게 하다, 활기 띠게 하다"
unanimous,"합의의, 만장일치의, 전원 일치의"
weakest,"약한, 나약한, 묽은, 우둔한"
synchronize,"동시성을 가지다, 표준시를 가리키다, 일정시간을 가리키다, 일치하다"
cipher,"암호, 열쇠, 영, 아라비아 숫자"
ply,"주름, 경향, 부지런히 일하다, ...에 열성을 내다"
focal,초점의
tract,"관, 넓이, 소책자, 영송"
ferry,"나룻배, 도선, 나루터, 자력 현지 수송"
teller,"말하는 사람, 세는 사람"
valve,"판막, 판, 피스톤, 전자관"
finale,"종악장, 종국, 최후의 막"
humid,습기있는
servile,"노예의, 노예 근성의, 맹종적인"
savor,"맛, 풍미, 아취, 기미"
prolong,"길게 하다, 길게 발음하다, 모음 따위를 길게 발음하다"
engross,"집중시키다, 몰두시키다, 열중시키다, 큰 글씨로 쓰다"
bureaucrat,관료
collide,일치하지 않다
nautical,"항해의, 항해술의"
longevity,"장수, 수"
fragrant,향기로운
sweeten,"달게 하다, 달게 되다, ...의 입맛을 좋게 하다, ...의 울림을 좋게 하다"
quaint,별스러워 재미있는
rap,"랩, 톡톡 두드리기, 똑똑 두드리기, 심한 꾸중"
discord,"불일치, 불협화음, 난조, 일치하지 않다"
sire,"폐하, 아비, 아버지, 낳게 하다"
socialize,"사교적으로 만들다, 사회적으로 만들다, 사회화하다, 사회주의화하다"
circumscribe,"주위에 경계선을 긋다, 활동 등을 ...안에 제한하다, 활동 등을 제한하다, 외접시키다"
ample,"충분한, 넓은"
spire,"첨탑, 뾰족탑, 나탑, 뾰족한 꼭대기"
drastic,격렬한
impair,떨어뜨리다
preface,"머리말, 서, 예언, ...에 머리말을 붙이다"
extremity,"말단, 사지, 극도, 최후"
bereft,"여읜, 잃은"
predicate,"술부, 속성, 술부의, 술어의"
covert,"은밀한, 보호를 받고 있는, 숨는 장소, 칼깃"
technic,"기술, 기법, 사람을 끄는 솜씨"
fort,"요새, 보루, 교역 시장"
methodical,"질서 있는, 방법의"
prudent,조심스러운
respiration,"호흡, 호흡작용"
sparkle,"불꽃, 생기, 번쩍임, 재기"
inauguration,"취임, 취임식, 낙성식, 정식 개시"
drench,"물약, 흠뻑 젖음, 흠뻑 젖게 함, 흠뻑 물에 적시다"
amicable,우호적인
conductor,"지휘자, 전도체, 차장, 관리인"
sicken,"싫증 나게 하다, 병나다, 싫증 나다, 몸이 편찮다"
brighten,"닦다, 반짝이게 하다, 반짝이다, 명랑해지다"
configure,구성
maritime,"바다의, 해상의, 해안 가까이에 사는, 항해의"
improper,"부적당한, 온당치 않은"
terminus,"말단, 종점, 종착역, 경계신"
draught,"흘수, 끌기, 징병, 한 모금"
specter,"유령, 무서운 것"
assimilation,"동화, 소화, 유화"
vine,"덩굴, 덩굴 식물, 포도주, 포도나무"
