word,meaning
frequently,"자주, 흔히"
photograph,사진
extreme,"극도의, 지나친, 극단적인"
extend,더 길게[크게/넓게] 만들다
comfort,"안락, 위로, 위안을 주는[위로가 되는] 사람[것]"
none,아무 것도 아닌 것
pollution,"오염, 오염 물질, 소음"
expectation,"예상, 기대, 기대[요구]"
except,제외하고는[외에는]
naturally,"물론, 자연 발생적으로, 자연히[당연히]"
rush,"급, 급히 수송하다[보내다]"
long-term,장기적인
corporate,"기업[회사]의, 법인, 공동의"
specifically,"분명히, 특별히, 구체적으로 말하면"
accurate,"정확한, 정밀한, 명중하는"
iron,"철, 다리미, 철제[금속제] 기구"
presence,"있음, 존재, 주둔하는 사람들"
grant,"허가, 교부된 물건, 양도"
twenty,"스물, 20대"
contract,"계약[약정], 살인 청부"
limited,"제한된, 한정된"
rare,드문[보기 힘든/희귀한]
explanation,"해명, 설명서"
working,"작동[운용/작용] , 채굴장[작업장]"
decline,감소[하락/축소]
false,"틀린, 인조의[가짜의]"
client,"의뢰인[고객], 클라이언트"
adopt,"입양하다, 쓰다[취하다]"
examine,"조사[검토]하다, 검사[진찰]하다"
mine,"광산, 지뢰"
journey,여행[여정/이동]
association,"협회, 연계, 연관, 연관성"
concentrate,"집중하다[집중시키다], 모으다[집중시키다]"
meanwhile,"그 동안에, 그 동안[사이]에"
principle,"원칙, 원칙[원리], 주의"
originally,"원래, 본래"
warn,"경고하다, 강력히 충고하다[경고하다]"
giant,"거인, 거인 같은[거대한] 사람[동물/식물]"
volunteer,"자원 봉사자, 자원해서[자발적으로] 하는 사람"
lucky,"운이 좋은, 다행한, 행운을 가져다주는"
package,"상자[봉지 등], 일괄"
symbol,"상징, 부호[기호]"
symptom,"증상, 징후[조짐]"
bend,"굽히다,숙이다"
platform,"플랫폼, 단, 대, 정견[공약]"
forever,"영원히, 아주 오랜 시간"
editor,"편집장, 편집자, 담당[전문] 기자"
wrap,"싸다, 싸다[둘러싸다]"
capture,"포로로 잡다, 함락시키다"
resident,"거주자[주민], 투숙객"
regularly,"정기[규칙]적으로, 자주"
independent,"독립된, 독립적인[독자적인]"
guilty,"죄책감이 드는, 유죄의"
outcome,결과
flat,"평평한, 평평한, 고른"
error,실수[오류]
confident,"자신감 있는, 확신하는"
factory,공장
accuse,고발[기소/비난]하다
attach,"붙이다, 중요성, 들러붙다"
essential,"필수적인, 본질[근본]적인"
contrast,"차이, 대조적인 사람[것]"
react,"반응하다, 반응을 보이다"
operate,"작동[가동]되다, 가동[조작]하다"
fairly,"상당히, 공정[타당]하게"
protection,"보호, 보호물[책], 보장"
friendly,"친절한[우호적인], 상냥한"
definition,"정의, 의미[정의], 선명도"
unless,"…하지 않는 한, …한 경우[때] 외에는"
anger,"화, 분노"
appropriate,적절한
pretend,…인 척하다[것처럼 굴다]
concert,"연주회, 협조"
user,"이용자, 마약쟁이"
annual,"매년의, 연간의"
Internal,"내부의, 체내의, 내부의"
violent,"폭력적인, 격렬한, 극심한"
adapt,"맞추다[조정하다], 적응하다"
talent,"재주, 재능[재주] 있는 사람[사람들]"
normally,"보통, 정상적으로"
league,"리그, 수준, 연합"
surely,"확실히, 설마, 의심의 여지없이"
duty,"의무, 직무, 업무, 세금"
translate,"번역[통역]하다, 번역되다"
detect,발견하다[알아내다/감지하다]
tube,"관, 튜브, 통[튜브]"
recover,"회복되다, 되찾다[만회하다]"
bother,"신경 쓰다, 신경 쓰이게 하다"
purchase,"구입, 구입[구매/매입]한 것"
occasion,"때, 행사, 적절한 때"
fourth,"네 번째의, 제4의"
stomach,"위, 복부, 배"
celebrity,"유명 인사, 명성"
blind,"블라인드, 눈가림"
musician,음악가(연주자/작곡가)
pack,"포장하다, 싸다"
tear,"찢다, 구멍을 뚫다[내다]"
quit,"그만두다, 그만하다[그만두다]"
succeed,"성공하다, 성공[출세]하다"
impression,"인상[느낌], 감명[감동]"
relatively,"비교적, 상대적[비교적]으로"
gap,"틈[구멍/간격], 공백[차이]"
commitment,"약속, 헌신, 투입"
divide,"나뉘다[갈라지다], 나누다"
grab,"붙잡다[움켜잡다], ~을 잡으려고[잡아채려고] 하다"
deserve,…을 받을 만하다[누릴 자격이 있다]
compete,경쟁하다
sudden,"갑작스러운, 급작스러운"
organize,"준비[조직]하다, 정리하다"
advance,"전진, 진전, 선금, 접근"
sector,"부문[분야], 지구, 부채꼴"
electric,"전기의, 열광"
complaint,불평[항의]
industrial,"산업의, 공업용의, 산업 시설이 많은"
fiction,"소설, 허구"
stranger,낯선[모르는] 사람
infection,"감염, 전염병"
twin,"쌍둥이, 쌍둥이 같은 것"
strongly,"튼튼하게, 강하게, 맹렬히"
invite,"초대[초청]하다, 요청하다[청하다]"
master,"주인, 달인, 교사[선생님"
illegal,불법적인
alternative,"대안, 대체품"
bean,"콩, …콩[열매]"
reference,"말하기, 찾아봄, 문의"
equally,"똑같이, 균등하게, 마찬가지로[동시에]"
amazing,놀라운
preserve,"지키다[보호하다], 보존[관리]하다"
formal,"격식을 차린, 공식적인"
disagree,"의견[뜻]이 다르다, 내용이 다르다[일치하지 않다]"
solid,"단단한, 견고한, 튼튼한"
neither,어느 것도 …아니다
overall,"전부의, 전체에 걸친"
personally,"개인적인 의견을 말하면, 직접"
stream,"개울, 줄기, 줄[흐름]"
conclusion,"결론, 결말[마무리], 체결"
assistant,"조수, 점원, 대학생 어학 교사"
dig,"파다, 파내다[캐다]"
assess,"재다[가늠하다], 평가[사정]하다"
witness,"목격자, 증인, 연서인[입회인/증인]"
emphasis,"강조, 강한 어조"
designer,디자이너
visual,"시각의, 보는"
relative,"비교상의, 관련지은, 비교적인"
proud,"자랑스러워하는, 자랑스러운"
plus,"이점, 플러스[덧셈] 부호"
extraordinary,"기이한, 보기 드문, 임시의"
entirely,"전적으로, 완전히, 전부"
wheel,"바퀴, 핸들, 타륜"
complicated,복잡한
cash,"현금, 돈"
appreciate,진가를 알아보다[인정하다]
hardly,거의...아니다[없다]
reputation,"평판, 명성"
imagination,"상상력, 가상, 창의력"
hero,"영웅, 남자 주인공"
wealth,"부, 부유함, 풍부한 양"
suggestion,"제안,제의,의견"
seed,"씨, 씨[씨앗/근원], 시드 선수"
perfectly,"완전히, 완벽하게"
capacity,"용량, 능력, 지위[역할]"
description,서술[기술/묘사/표현]
wedding,"결혼, 혼례"
display,"전시, 표현[과시], 디스플레이"
inform,"알리다[통지하다], 알아내다"
barrier,"장벽, 장애물[장벽]"
employer,"고용주, 고용인"
saving,"절약, 저축한 돈"
tongue,"혀, 혓바닥, 언어, 말버릇"
revolution,"혁명, 혁명[변혁], 공전"
bet,"돈을 걸다, 틀림없다[분명하다]"
selection,"선발, 선발[선정/선택]된 사람들[것들]"
crash,"사고, 요란한 소리, 폭락[붕괴]"
proof,"증거, 입증, 증명, 교정쇄"
exciting,"신나는, 흥미진진한"
unlikely,…할[일] 것 같지 않은
immediate,"즉각적인, 당면한, 아주 가까이에[바로 옆에] 있는"
sharp,"날카로운, 급격한, 선명한"
winner,"우승자, 성공한 사람, 우승을 결정짓는 골[득점]"
episode,"사건[에피소드], 1회 방송분"
bury,"묻다[매장하다], 숨기다"
competitive,"경쟁을 하는, 경쟁력 있는"
intention,"의사, 의도, 목적"
route,"길[경로/루트], 노선"
freeze,"얼다, 얼다[얼리다], 영도[영하]이다"
cigarette,"담배, 궐련"
vast,어마어마한[방대한/막대한]
pregnant,"임신[수태]한, 그득한"
philosophy,철학
dramatic,"극적인, 감격적인, 연극"
gradually,서서히
inner,"내부[안쪽]의, 내밀한"
intense,"극심한, 치열한, 열정적인"
reject,"거부[거절]하다, 거부하다[불합격시키다]"
weigh,"무게[체중]가 …이다, 무게[체중]를 달다"
severe,"극심한, 가혹한[혹독한]"
mystery,"수수께끼, 신비스러운[수수께끼 같은] 사람[것]"
double,"두 배의, 두 개[부분]로 된"
pot,"냄비, 한 포트, 도자기"
warning,"경고, 경고"
graduate,대학 졸업자
constantly,"끊임없이, 거듭"
schedule,"일정, 프로그램 편성표"
joy,"기쁨[즐거움], 성공"
rapidly,"빨리, 급속히, 신속히"
dominate,"지배[군림]하다, 가장 중요한[두드러지는] 특징이 되"
impose,도입[시행]하다
enable,…을 할 수 있게 하다
ceremony,"의식, 양식[형식]"
occasionally,가끔
via,"경유하여[거쳐], 통하여"
properly,"제대로, 올바로[제대로/예의 바르게]"
poem,시
sensitive,"세심한, 감성 있는, 예민한[민감한]"
relevant,"관련 있는, 의의가 있는[유의미한]"
aggressive,"공격적인, 공격적인[대단히 적극적인]"
dust,"먼지, 먼지, 가루"
tower,"탑, 송신탑"
fault,"잘못, 단점, 결함, 폴트"
effectively,"효과적으로, 실질적으로"
valuable,"소중한, 가치가 큰"
vital,"필수적인, 생명 유지와 관련된"
finance,"재원[자금], 재정[재무]"
monitor,"화면,모니터,감시 장치"
entertainment,"오락, 접대"
champion,"챔피언, 투사[전사]"
advise,"조언하다, 자문에 응하다"
profession,"직업[직종], 종사자들"
load,"짐의 양[적재량], 무게"
salary,"급여, 봉급, 월급"
reasonable,"타당한, 합당한, 적정한"
ideal,"이상적인, 이상적인"
encounter,"맞닥뜨리다[부딪히다], 접하다[마주치다]"
onion,양파
remote,"외진, 먼, 원격의, 동떨어진"
odd,"이상한, …이 이상한, 가끔[이따금]의"
elderly,"연세가 드신, 연세 드신 분들"
split,"분열되다, 나뉘다[나누다]"
shelf,"선반, 시렁, 책꽂이"
singer,"노래하는 사람,가수"
partly,"부분적으로, 어느 정도"
distribute,나누어 주다
might,~ 할[일] 수도 있다
whatever,것[일]은 무엇이나[모두]
fit,"맞다, 가봉하다, 설치하다"
major,"주요한, 심각한, 장조의"
content,"만족[자족]하는, 기꺼이 ~하려 하는"
terms,조건
total,"총, 완전한"
mission,"임무, 사절단[파견단]"
federal,"연방제의,연방 정부의"
somehow,"어떻게든, 왜 그런지"
firm,회사
novel,소설
Bond,"유대, 채권, 보석금"
gene,유전자
anxiety,"불안, 걱정거리, 열망"
psychological,"정신[심리]의, 심리학적인"
depression,"우울증, 우울함, 불경기"
set,"세트, 세트, 사람들, 무대 장치[세트]"
medium,"매체[수단], 도구[수단]"
resolution,"결의안, 해결, 결단력"
inspire,"고무[격려]하다, 영감을 주다"
gender,"성, 성별"
perception,"지각, 통찰력, 인식"
essentially,근본[기본/본질]적으로
executive,경영[운영] 간부[이사/중역]
bite,"물다[베어 물다], 미끼를 물다"
interaction,"상호 작용, 상호 작용"
clever,"영리한, 재주가 있는, 기발한"
establish,"설립[설정]하다, 수립하다"
trick,"속임수, 혼란스러운 것, 마술"
abuse,"남용, 학대, 욕설"
program,프로그램
literally,"문자[말] 그대로, 그야말로"
emission,"배출, 배출물"
romantic,"로맨틱한, 로맨틱한, 아름다운"
analysis,분석 연구
gas,가솔린
invent,"발명하다, 지어내다[날조하다]"
psychologist,심리학자
majority,"가장 많은 수[다수], 득표 차"
related,"관련된, 친척의, 동족[동류]의"
solar,"태양의, 태양열을 이용한"
shake,"흔들리다, 털다, 고개를 흔들다[젓다]"
candidate,"입후보자[출마자], 지원자[응시자]"
survival,"생존, 유물"
historian,사학자
