word,meaning
disk,디스크
publicity,매스컴[언론]의 관심[주목]
incentive,"장려[우대]책, 자극"
arrange,"마련하다, 정리하다, 편곡하다"
reply,"대답하다, 대응하다"
lock,"잠그다[잠기다], 잠가 두다"
consistent,"한결같은, 거듭되는, ~와 일치하는"
boil,"끓다[끓이다], 삶다, 속이 끓다"
resolve,"해결하다, 다짐[결심/결의"
tidy,"깔끔한, 꽤 많은[상당한]"
reduction,"축소, 할인, 축소판[축도]"
sum,"액수, 합, 총합, 계산"
dot,점
grain,"곡물, 알갱이, 아주 조금"
vocal,"목소리의, 발성의"
counter,"계산대, 패[카운터], 계측기"
ladder,"사다리, 단계[사다리]"
maximum,최고[최대]의
premium,"보험료, 할증료"
ugly,"못생긴, 험악한"
propose,"제안[제의]하다, 작정[의도]하다"
sensible,"분별[양식] 있는, …을 의식하고[알고] 있는"
statistic,"통계, 통계학, 통계 자료"
September,9월
heavily,"심하게[아주 많이], 세게"
net,"망사, 그물[망], 골대"
squeeze,"짜다[쥐다], 짜내다[짜다]"
dancer,"춤을 추는 사람, 춤꾼"
representation,"묘사[표현], 대표자[대리인]를 내세움"
fascinating,"대단히 흥미로운, 매력적인"
photography,사진[촬영]술
vessel,"선박, 그릇, 혈관"
marine,"바다의, 배의"
comparable,"비슷한, 비교할 만한"
calculation,"계산, 추정, 타산"
boyfriend,"남자 친구, 애인"
supporter,"지지자[후원자], 팬[서포터]"
permanent,영구[영속]적인
goods,"상품, 재산[소유물], 화물"
analyse,"분석하다, 정신 분석을 하다"
humour,"유머, 기분"
disadvantage,"불리한 점, 약점, 난점"
enthusiastic,"열렬한, 열광적인"
obligation,의무
historic,"역사적으로 중요한, 유사의"
qualify,자격[자격증]을 얻다[취득하다]
depth,"깊이, 가장 깊은[극단적인/심한] 부분"
skilled,"숙련된, 숙련된 기술을 요하는"
punish,"처벌하다, 처하다, 자책하다"
quietly,"조용히, 침착[차분]하게"
explode,"터지다[터뜨리다], 폭발하다"
cite,들다[끌어 대다]
shy,수줍음[부끄럼]을 많이 타는
surprised,"놀란, 놀라는"
trousers,바지
dishonest,정직하지 못한
singing,"노래하기, 지저귐"
worst,"가장 나쁜[못한], 최악의"
June,6월
tin,"주석, 통조림, 통, 금속 용기[그릇]"
lord,"귀족, 경, 각하, 영주"
contemporary,"동시대의, 현대의"
minor,"작은[가벼운], 단조의"
cent,센트
November,"11월, 동짓달"
drama,"드라마[극], 연극, 극적인 사건"
representative,"대표, 대리인, 대표[대변자]격인 인물"
runner,"주자, 밀수업자, 활주부[날]"
grandparent,조부[모]
arrival,도착 반의어 departure
cable,"케이블, 전선, 전보"
genre,장르
port,"항구 , 항구[항만] , 포트와인"
chemistry,"화학, 화학적 성질, 화학 반응"
ambitious,"야심 있는, 야심적인"
retain,"유지[보유]하다, 함유[간직]하다"
acquire,"습득하다[얻다], 획득하다[취득하다]"
running,"달리기, 운영, 밀수"
fighting,"싸우는, 몹시"
cruel,"잔혹한, 고통스러운"
competitor,"경쟁자[경쟁 상대], 참가자"
imaginary,상상에만 존재하는
dislike,싫어하다
Wednesday,수요일
bored,지루해[따분해]하는
december,12월
jam,"잼, 혼잡, 막힘[걸림]"
defence,"방어, 방어물, 방위[국방] 체제"
column,"기둥[원주], 기둥, 세로단"
towel,"수건, 타월"
logical,"타당한, 논리적인"
journal,"신문[잡지], 저널, 일기"
rope,"밧줄, 로프, 꿰어 놓은 것"
correctly,"바르게, 정확하게"
possess,"소유[소지/보유]하다, 지니다[갖추고 있다]"
loose,"헐거워진[풀린], 묶여[매여] 있지 않은"
palace,"궁전, 왕실, 대궐 같은 집"
click,찰칵[딸깍]하는 소리를 내다
tropical,"열대 지방의, 열대의"
interrupt,방해하다[중단시키다/가로막다]
dancing,"무용, 춤"
physics,물리학
alter,"변하다, 고치다"
bush,"관목, 숱 많은 머리[털]"
crowded,"붐비는, …이 가득한[빡빡한]"
retire,"은퇴[퇴직]하다, 자리를 뜨다[물러나다]"
greet,"맞다, 반응을 보이다, 들어오다"
sympathy,"동정, 동조, 공감"
silk,"생사, 비단, 명주실, 비단옷"
crucial,"중대한, 결정적인"
bathroom,"욕실, 화장실"
forgive,"용서하다, 탕감하다"
continent,"대륙, 유럽 대륙"
outdoor,옥외[야외]의
broadcast,"방송하다, 널리 알리다"
junior,"하급자, 주니어[청소년] 선수"
modify,"수정[변경]하다, 수정[조정]하다"
sail,"항해하다[나아가다], 요트를 타다"
convinced,"확신하는, 독실한"
praise,"칭찬, 찬송"
sweep,"쓸다[청소하다], 쓸다[털다]"
flat,"플랫, 층"
mathematics,"수학, 계산"
ambition,"야망, 야심"
exploration,"탐사, 탐구"
bullet,총알
golf,골프
branch,"나뭇가지, 지사, 분과[부서] 유의어 department"
similarly,"비슷하게, 마찬가지로"
imply,넌지시 나타내다[비치다]
used,"…에 익숙하여[to]., 사용된"
opposition,"반대[항의], 반대[상대]측"
talented,재능[재주]이 있는
opening,"구멍[틈], 시작[첫] 부분"
feather,"털,깃털"
cast,"던지다[보내다], 발하다"
approve,"찬성하다, 승인하다, 인가하다"
happily,"행복하게, 다행히, 기꺼이"
fundamental,"근본[본질]적인, 핵심적인"
wire,"철사, 전선, 철조망"
fellow,"녀석[친구],동료,동년배"
assist,"돕다, 도움이 되다"
preparation,"준비[대비], 조제용 물질"
apparent,"분명한, …인 것처럼 보이는[여겨지는]"
arise,"생기다, 유발되다, 발달하기 시작하다"
yard,"마당, /장, 야드, 활대"
civil,"시민, 민간의, 민사상의"
rough,고르지[매끈하지] 않은
draft,"원고, 드래프트제 일부"
resort,"휴양지, 의지, 제1/마지막/최후의 수단"
brave,용감한 유의어 courageous
rub,"문지르기, 비비기, 문제"
introduction,"도입, 도입된[전래된] 것"
baseball,"야구, 야구공"
eastern,Eastern [명사 앞에만 씀] 동쪽에[으로] 위치한[향한]
obtain,얻다[구하다/입수하다]
loan,"대출[융자], 빌려줌"
bedroom,"침실, 침실[방]이 … 개인"
fishing,"낚시, 어업"
match,"성냥 , 화승"
prayer,"기도 , 기도문, 기도회"
arrest,"체포하다, 막다[저지하다]"
phase,"단계[시기/국면], 상[모습]"
entry,"들어감[옴], 출입[입장/입국]"
gentleman,"신사, 의원님, 귀족"
belt,"벨트, 벨트[띠], 지대"
accompany,"동반하다, 동반되다[딸리다]"
publication,"출판, 발행, 출판물"
drawing,"그림, 데생, 스케치"
heaven,"천국, 낙원, 하늘"
justify,옳음[타당함]을 보여 주다
committee,위원회
hell,"지옥, 지옥 같은 곳, 제기랄"
file,"파일, 파일, 정보, 줄"
ought,"…해야 하다, …하기로 되어 있다"
emphasize,"강조하다, 두드러지게 하다"
campus,교정[구내]
funding,자금
numerous,많은
distribution,"분배 , 나누어 줌, 유통"
pray,"기도하다[빌다], 간절히 바라다"
essay,과제물[리포트/에세이]
approval,"인정, 승인, 시용"
counter,"반박[논박]하다, 대응하다"
presentation,"제출, 발표[설명], 증정식"
armed,"무기가 사용되는, 무기[총]를 소지한"
clothing,옷[의복]
labor,"노동[작업], 업무 , 노동력"
consumption,"소비[소모], 폐결핵"
Roman,"고대 로마인, 로마 시민"
defense,"막기, 방어, 수비"
eating,식사
vocabulary,"어휘, 용어, 어휘 목록"
vaccine,백신
asset,"자산, 자산"
fraud,"사기, 사기꾼, 가짜"
contractor,"계약자, 도급업자"
Greek,"그리스인, 그리스어, 학생 클럽 회원"
inflation,"인플레이션, 부풀리기"
myth,"신화, 근거 없는 믿음"
hormone,호르몬
rage,"격렬한 분노, 격노"
rabbit,"토끼, 토끼 고기"
shark,"상어, 사기꾼"
increasing,"증대하는, 증가적인"
attribute,결과로[덕분으로] 보다
lots,"매우, 훨씬 더"
agricultural,"농업의, 농사[농예]의, 농학"
flavour,"풍미[맛], 맛, 정취"
pizza,피자
diversity,"다양성, 포괄성"
alien,"생경한, 외국의, 이질적인"
differ,"다르다, 의견이 다르다"
conspiracy,"음모, 모의"
amaze,놀라게 하다
given,"정해진, 특정한"
intellectual,"지능의, 교육을 많이 받은"
statistics,"통계, 통계학"
called,…라는 이름의
neighbor,"이웃 , 이웃 나라, 옆에 있는 사람[것]"
rhetoric,"미사여구, 수사법[학]"
horizon,"수평선, 시야"
buck,"달러, 수사슴, 젊은 남자"
bore,지루하게[따분하게] 만들다
tobacco,담배
besides,외에
limitation,"국한[제한/한정], 제약[규제]"
organism,"유기체, 유기적 조직체"
organic,"유기농의, 유기체[생물]에서 나온[만들어진]"
ratio,"비율, 비"
yawn,"하품하다, 아가리를 떡 벌리고 있다"
tonne,톤
hug,"껴안다[포옹하다], 끌어안다"
bucket,"양동이, 버킷, 한 양동이"
jet,"제트기, 분출, 흑옥"
grammar,"문법, 문법, 문법책"
interact,"소통하다[교류하다], 상호 작용을 하다"
wander,"거닐다, 다른 데로 가다"
CEO,"최고 경영자, 시이오"
existing,"기존의, 현재 사용되는"
sadness,"슬픔, 슬픈 일"
medication,약[약물]
scent,"향기, 냄새, 향수, 기운"
metaphor,"은유, 비유"
cooperation,"협력, 협조"
exposure,"노출, 폭로, 알려짐[다뤄짐]"
coalition,"연립 정부, 연정, 연합체"
gravity,"중력, 심각성, 엄숙함"
nutrient,"영양소, 영양분"
greatly,"대단히, 크게"
implement,시행하다
repeatedly,"되풀이하여, 재삼재사"
magnetic,"자석 같은, 자성[자기]의"
frequent,"잦은, 빈번한"
tendency,"성향, 동향, 과격파"
intensity,강렬함
sophisticated,"세련된, 정교한, 지적인"
delicious,"아주 맛있는, 아주 기분 좋은"
reinforce,"강화하다, 보강하다, 증강[증원]하다"
trap,"덫, 함정[덫], 덫[궁지]"
companion,"동반자, 친구[벗], 동지"
barely,"간신히, 거의 …아니게[없이]"
evolutionary,"진화의, 점진적인"
gallery,"미술관, 미술품점, 좌석"
resign,"사직[사임]하다, 물러나다"
legislation,"제정법, 법률의 제정"
awkward,"어색한, 곤란한, 불편한"
anticipate,"예상하다, 예측하다, 기대하다"
consultant,"상담가, 고문 의사"
Irish,아일랜드의
surname,성
disagreement,"의견 충돌[차이], 불일치[차이]"
cafe,카페
garlic,마늘
frustration,"불만, 불만스러운 점, ~을 방해함[좌절시킴]"
retail,소매
pork,돼지고기
kindness,친절
rejection,"거절, 폐기물, 거부 반응"
magical,"마력이 있는, 황홀한"
meditation,"명상, 명상록"
miracle,"기적, 경이로운 예[산물]"
survivor,"생존자, 살아남은 사람"
invasion,"침략[침입], 몰려듦"
